episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation
248,ACH-000290,CENPN,5,-2.055378645838476,0.16,8,1.8953786458384763,3,0,5,0
249,ACH-000907,UPF2,5,-1.2691138054041702,0.16,8,1.1091138054041703,0,6,2,0
250,ACH-000244,CCND1,0,-2.466218780163609,0.32,16,2.146218780163609,0,0,16,0
251,ACH-000422,SRSF2,7,-2.2594847232938364,0.21999999999999997,11,2.0394847232938362,2,0,9,0
252,ACH-000953,ERCC2,7,-0.7880893447751918,0.16,8,0.6280893447751917,1,0,7,0
253,ACH-000030,BARD1,7,-0.5562189887002027,0.34,17,0.21621898870020267,3,1,13,0
254,ACH-000581,PTPN11,10,-1.3177122168386368,0.23999999999999996,12,1.0777122168386368,1,0,11,0
255,ACH-000390,TRRAP,15,-1.5362260420825575,0.16,8,1.3762260420825576,3,0,5,0
256,ACH-000676,SRSF2,15,-3.059596333423527,0.25999999999999995,13,2.799596333423527,4,1,8,0
257,ACH-000009,SF3B1,10,-1.055715261881868,0.34,17,0.7157152618818678,3,0,14,0
258,ACH-001990,CRNKL1,14,-1.5469260311728112,0.36000000000000004,18,1.1869260311728111,6,1,11,0
259,ACH-000978,TRRAP,4,-1.847826594010322,0.18,9,1.667826594010322,4,3,2,0
260,ACH-000697,UPF2,10,-1.229617167154594,0.18,9,1.049617167154594,1,0,8,0
261,ACH-000469,CNOT3,11,-2.1772186040134383,0.16,8,2.017218604013438,0,0,8,0
